"age","female","voted_gen_14","voted_gen_12","treat_ind","racename","democrat","therm_trans_t0","therm_trans_t1","therm_trans_t2","therm_trans_t3","therm_trans_t4","therm_obama_t0","therm_obama_t1","therm_obama_t2","therm_obama_t4"
68,0,1,1,0,"Caucasian",0,50,43,72,55,65,0,3,40,45
61,0,0,1,1,"Hispanic",1,50,NA,NA,NA,NA,93,NA,NA,NA
59,1,1,1,0,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
29,0,0,1,1,"Hispanic",0,50,50,50,50,50,50,50,50,50
66,1,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,94,NA,NA,NA
21,0,0,1,0,"Caucasian",1,50,NA,NA,NA,NA,97,NA,NA,NA
68,0,1,1,0,"Hispanic",1,0,NA,NA,NA,NA,97,NA,NA,NA
31,0,0,0,0,"Hispanic",1,0,NA,NA,NA,NA,90,NA,NA,NA
69,1,1,1,1,"Hispanic",0,28,NA,NA,NA,NA,1,NA,NA,NA
70,0,1,1,1,"Hispanic",0,3,NA,NA,NA,NA,0,NA,NA,NA
45,1,0,0,0,"Hispanic",0,20,NA,NA,NA,NA,50,NA,NA,NA
73,1,0,1,0,"Hispanic",1,50,NA,NA,NA,NA,82,NA,NA,NA
35,1,0,1,0,"Hispanic",1,50,NA,NA,NA,NA,67,NA,NA,NA
91,0,0,1,0,"Caucasian",1,50,NA,NA,NA,NA,50,NA,NA,NA
23,0,1,1,1,"Hispanic",0,50,50,50,50,50,60,58,55,50
53,0,0,1,0,"Hispanic",0,78,NA,NA,NA,NA,0,NA,NA,NA
52,1,0,1,0,"Hispanic",1,100,NA,NA,NA,NA,50,NA,NA,NA
24,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,15,NA,NA,NA
36,1,1,1,1,"Hispanic",0,50,80,75,75,80,50,50,50,50
77,0,1,1,1,"Caucasian",1,50,100,76,50,100,100,100,100,100
78,0,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,50,NA,NA,NA
73,1,1,1,1,"Caucasian",1,89,NA,NA,NA,NA,100,NA,NA,NA
65,0,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,0,NA,NA,NA
61,1,1,1,0,"Hispanic",0,20,NA,NA,NA,NA,0,NA,NA,NA
32,1,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,81,NA,NA,NA
72,0,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,8,NA,NA,NA
39,1,0,1,1,"Hispanic",0,100,100,100,100,NA,100,93,100,NA
49,1,0,0,1,"Hispanic",0,70,100,100,100,100,33,22,69,100
63,1,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,0,NA,NA,NA
66,0,1,1,1,"Caucasian",0,8,NA,NA,NA,NA,3,NA,NA,NA
65,1,1,1,1,"Hispanic",0,31,95,73,69,50,93,94,50,71
75,1,1,1,1,"Caucasian",0,50,100,58,50,97,99,50,100,50
73,0,1,1,0,"Caucasian",0,56,NA,NA,NA,NA,9,NA,NA,NA
24,1,0,1,0,"Hispanic",0,90,90,80,70,86,60,50,70,50
23,0,1,0,1,"Hispanic",1,100,NA,NA,NA,NA,86,NA,NA,NA
41,1,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,97,NA,NA,NA
46,1,1,1,1,"Hispanic",1,100,NA,NA,NA,NA,100,NA,NA,NA
60,1,1,1,1,"Hispanic",1,50,50,50,50,50,50,100,100,100
60,1,1,0,1,"Caucasian",1,50,NA,NA,NA,NA,85,NA,NA,NA
71,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
71,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
49,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
55,0,0,0,0,"Asian",1,50,50,50,78,50,50,50,50,58
44,1,1,1,1,"Hispanic",0,50,76,47,68,50,89,77,50,50
69,1,0,0,1,"Hispanic",0,50,94,50,100,50,82,80,50,50
19,1,0,0,0,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
48,0,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,67,NA,NA,NA
49,1,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,80,NA,NA,NA
57,0,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,100,NA,NA,NA
46,1,1,1,0,"Caucasian",1,92,84,78,88,89,76,84,50,80
73,0,1,0,0,"Hispanic",0,33,NA,NA,NA,NA,31,NA,NA,NA
27,1,0,0,1,"Hispanic",0,50,50,70,100,NA,100,100,100,NA
23,0,1,0,0,"Hispanic",0,100,NA,NA,NA,NA,30,NA,NA,NA
34,1,0,0,0,"Hispanic",0,100,88,80,80,88,50,50,70,50
33,0,0,1,0,"Hispanic",0,0,13,98,NA,NA,50,50,70,NA
23,1,1,1,0,"Hispanic",0,74,NA,NA,NA,NA,65,NA,NA,NA
34,1,0,0,0,"Hispanic",0,78,NA,NA,NA,NA,25,NA,NA,NA
48,0,0,1,0,"Hispanic",1,50,NA,NA,NA,NA,13,NA,NA,NA
74,0,0,0,0,"Hispanic",1,1,NA,NA,NA,NA,0,NA,NA,NA
31,1,1,1,1,"Hispanic",0,14,NA,NA,NA,NA,6,NA,NA,NA
31,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,21,NA,NA,NA
68,0,1,1,1,"Caucasian",1,9,48,60,50,77,72,76,63,50
71,1,1,1,1,"Caucasian",1,64,76,62,70,NA,20,10,50,NA
51,1,0,0,1,"Caucasian",1,43,84,70,50,NA,60,20,50,NA
83,0,1,1,0,"Hispanic",0,68,NA,NA,NA,NA,83,NA,NA,NA
64,0,0,1,0,"Hispanic",0,50,17,50,50,61,81,50,50,94
58,1,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
53,1,1,1,0,"Hispanic",1,60,30,20,20,20,90,90,90,50
29,1,1,1,0,"Hispanic",1,30,20,20,20,NA,90,90,90,NA
51,1,1,1,0,"Hispanic",1,87,NA,NA,NA,NA,100,NA,NA,NA
48,1,1,1,0,"Hispanic",0,50,50,50,50,NA,50,50,50,NA
48,0,1,1,0,"Caucasian",0,50,50,50,50,50,50,50,50,50
18,0,0,0,1,"Caucasian",0,50,72,77,62,100,50,50,77,50
39,1,0,0,1,"Caucasian",0,50,50,61,87,NA,50,0,0,NA
63,0,1,1,0,"Caucasian",0,49,46,50,49,50,75,59,55,50
22,1,0,0,1,"Asian",1,41,58,60,64,NA,70,50,50,NA
64,0,0,1,1,"Asian",1,64,40,42,59,43,79,50,67,75
19,0,1,0,1,"Asian",1,85,83,80,67,NA,82,50,100,NA
23,0,1,1,0,"Hispanic",0,100,100,90,96,100,80,80,80,80
50,0,1,1,0,"Caucasian",0,94,82,90,83,92,72,50,82,72
71,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
45,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
48,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
29,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
25,0,0,0,1,"Hispanic",1,100,NA,NA,NA,NA,100,NA,NA,NA
44,1,0,0,0,"Caucasian",0,50,50,96,81,NA,50,38,28,NA
57,1,0,1,1,"Hispanic",1,0,50,50,NA,75,100,100,100,50
58,1,1,1,1,"Hispanic",1,51,100,100,100,73,50,32,50,50
77,1,1,0,0,"Hispanic",0,90,0,NA,NA,NA,87,50,NA,NA
63,0,0,1,1,"Hispanic",0,0,0,0,0,0,0,50,0,50
77,1,0,1,1,"Hispanic",0,0,0,0,0,NA,0,0,0,NA
70,1,1,1,0,"Hispanic",0,50,50,50,50,50,0,2,13,27
21,1,0,1,1,"Caucasian",0,91,NA,NA,NA,NA,90,NA,NA,NA
54,1,0,0,1,"Hispanic",0,80,NA,NA,NA,NA,90,NA,NA,NA
59,1,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
90,1,1,1,1,"Caucasian",1,50,50,50,50,50,50,50,50,50
26,1,0,0,1,"Hispanic",0,50,50,41,50,50,50,53,29,50
68,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
52,1,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,29,NA,NA,NA
66,0,1,1,0,"Caucasian",0,50,NA,NA,NA,NA,30,NA,NA,NA
67,1,1,1,0,"Hispanic",0,20,0,13,36,14,19,4,0,10
70,0,1,1,1,"Hispanic",0,50,50,50,50,50,0,21,20,50
48,0,1,0,0,"Hispanic",1,41,NA,NA,NA,NA,93,NA,NA,NA
49,1,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,95,NA,NA,NA
73,1,1,1,0,"Hispanic",1,86,NA,NA,NA,NA,51,NA,NA,NA
48,1,1,1,0,"Hispanic",1,45,NA,NA,NA,NA,70,NA,NA,NA
56,1,0,0,0,"Hispanic",0,91,NA,NA,NA,NA,91,NA,NA,NA
81,0,0,1,1,"Hispanic",0,47,50,50,51,NA,25,50,50,NA
60,1,1,1,1,"Hispanic",0,50,50,50,48,NA,50,64,36,NA
55,1,1,1,1,"Hispanic",0,14,3,10,30,NA,21,2,7,NA
63,0,1,1,1,"Hispanic",0,24,0,10,10,34,6,8,8,15
24,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,81,NA,NA,NA
29,0,1,0,1,"Hispanic",1,12,NA,NA,NA,NA,94,NA,NA,NA
57,1,0,1,0,"Hispanic",0,37,41,38,50,57,91,90,66,50
22,0,0,1,0,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
67,0,1,1,0,"Hispanic",0,88,90,90,97,97,73,62,75,50
52,0,0,1,0,"Caucasian",0,12,27,36,15,30,28,17,29,58
63,1,0,1,0,"Caucasian",1,37,39,33,50,NA,8,8,25,NA
50,1,1,1,0,"Hispanic",1,100,NA,NA,NA,NA,100,NA,NA,NA
66,0,1,1,1,"Hispanic",0,60,NA,NA,NA,NA,75,NA,NA,NA
20,1,1,0,0,"Hispanic",0,100,100,100,100,100,0,0,0,0
47,1,1,1,0,"Hispanic",0,50,NA,95,50,NA,0,NA,50,NA
40,1,0,1,0,"Hispanic",0,100,100,100,100,100,50,50,92,66
43,0,1,1,1,"Caucasian",0,50,50,50,50,NA,85,50,50,NA
40,1,1,0,1,"Hispanic",0,50,86,70,86,50,50,50,50,50
72,1,1,1,0,"Caucasian",0,50,NA,NA,NA,NA,35,NA,NA,NA
60,0,1,1,1,"Hispanic",1,27,15,NA,NA,NA,100,100,NA,NA
21,0,0,1,0,"Caucasian",0,65,71,54,56,NA,91,71,71,NA
59,0,0,1,0,"Caucasian",1,50,0,50,50,35,50,50,80,74
62,1,1,1,1,"Caucasian",0,50,50,NA,NA,NA,0,6,NA,NA
38,0,1,1,0,"Hispanic",1,0,NA,NA,NA,NA,100,NA,NA,NA
29,1,0,0,0,"Caucasian",1,100,NA,NA,NA,NA,95,NA,NA,NA
45,1,1,1,1,"Hispanic",0,48,NA,NA,NA,NA,0,NA,NA,NA
52,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
20,0,0,0,1,"Hispanic",1,100,NA,NA,NA,NA,86,NA,NA,NA
21,1,0,0,1,"Hispanic",1,93,NA,NA,NA,NA,69,NA,NA,NA
57,1,1,1,0,"Hispanic",0,45,50,50,72,50,100,100,100,100
56,0,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,100,NA,NA,NA
58,1,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,92,NA,NA,NA
41,1,0,1,1,"Hispanic",0,71,93,93,87,67,50,64,58,50
25,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,72,NA,NA,NA
22,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,90,NA,NA,NA
42,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
22,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,92,NA,NA,NA
75,0,1,1,0,"Hispanic",0,50,64,50,50,50,92,85,50,50
80,1,0,1,0,"Hispanic",0,86,31,100,96,NA,100,50,50,NA
38,1,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,87,NA,NA,NA
78,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
57,1,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,61,NA,NA,NA
69,1,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,0,NA,NA,NA
35,1,0,1,0,"Hispanic",1,100,50,62,NA,50,100,100,50,50
60,1,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,70,NA,NA,NA
67,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,60,NA,NA,NA
51,1,0,1,0,"Hispanic",0,50,50,50,50,50,0,50,0,0
30,1,0,0,0,"Hispanic",0,50,50,50,50,NA,50,50,50,NA
38,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
47,1,1,1,1,"Hispanic",0,10,NA,NA,NA,NA,0,NA,NA,NA
20,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
63,1,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,98,NA,NA,NA
27,1,1,1,0,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
20,1,0,1,1,"Hispanic",1,85,79,83,87,73,95,91,89,50
75,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,1,NA,NA,NA
43,0,0,0,1,"Hispanic",1,76,83,85,69,50,86,93,86,51
53,1,1,1,1,"Hispanic",1,100,NA,NA,NA,NA,100,NA,NA,NA
33,0,0,0,1,"Hispanic",1,60,NA,NA,NA,NA,100,NA,NA,NA
21,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,30,NA,NA,NA
57,0,1,1,1,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
66,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
39,0,1,1,1,"Hispanic",1,75,80,NA,NA,NA,81,85,NA,NA
53,1,1,1,1,"Hispanic",0,91,NA,NA,NA,NA,0,NA,NA,NA
56,0,1,1,1,"Hispanic",0,100,NA,NA,NA,NA,0,NA,NA,NA
57,1,1,1,1,"Hispanic",1,72,NA,NA,NA,NA,81,NA,NA,NA
31,0,0,1,1,"Hispanic",1,89,NA,NA,NA,NA,100,NA,NA,NA
26,0,0,0,1,"Hispanic",1,61,NA,NA,NA,NA,94,NA,NA,NA
90,1,0,0,1,"Hispanic",0,0,NA,NA,NA,NA,12,NA,NA,NA
19,0,0,0,0,"Hispanic",0,0,NA,NA,NA,NA,30,NA,NA,NA
73,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,92,NA,NA,NA
69,0,1,1,1,"Hispanic",1,61,NA,NA,NA,NA,100,NA,NA,NA
63,1,1,1,1,"Hispanic",1,100,NA,NA,NA,NA,100,NA,NA,NA
49,1,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,80,NA,NA,NA
65,1,1,0,0,"Caucasian",1,80,NA,NA,NA,NA,80,NA,NA,NA
27,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
65,1,1,1,1,"Caucasian",0,10,NA,NA,NA,NA,0,NA,NA,NA
33,1,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
44,1,1,0,0,"Hispanic",1,52,NA,NA,NA,NA,91,NA,NA,NA
47,1,0,1,1,"Hispanic",1,100,NA,NA,NA,NA,60,NA,NA,NA
21,0,1,1,1,"Hispanic",0,100,NA,100,NA,NA,5,NA,10,NA
53,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
46,1,0,1,1,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
73,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,21,NA,NA,NA
71,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
46,0,1,1,1,"Caucasian",1,88,NA,NA,NA,NA,80,NA,NA,NA
52,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,60,NA,NA,NA
22,0,1,1,0,"Hispanic",0,46,64,67,60,50,71,68,83,50
54,1,1,1,0,"Hispanic",1,70,NA,NA,NA,NA,80,NA,NA,NA
85,1,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,92,NA,NA,NA
37,1,1,1,0,"Hispanic",1,82,NA,NA,NA,NA,100,NA,NA,NA
42,1,1,1,0,"Hispanic",0,59,NA,NA,NA,NA,7,NA,NA,NA
27,1,0,1,0,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
38,1,1,1,1,"Hispanic",0,50,50,NA,NA,NA,0,50,NA,NA
70,0,1,1,1,"Hispanic",0,0,13,0,0,NA,50,50,82,NA
59,1,1,1,1,"Hispanic",0,52,50,3,0,NA,52,50,50,NA
33,1,0,1,1,"Caucasian",0,89,90,87,97,90,90,100,50,50
32,0,1,1,1,"Caucasian",0,50,50,50,40,NA,70,65,60,NA
36,1,1,0,1,"Caucasian",0,100,NA,NA,NA,NA,81,NA,NA,NA
50,0,1,1,1,"Hispanic",0,65,NA,NA,NA,NA,72,NA,NA,NA
34,0,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,5,NA,NA,NA
25,1,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
73,0,1,1,1,"Hispanic",0,0,0,0,0,20,0,33,37,35
67,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,90,NA,NA,NA
64,0,0,1,1,"Hispanic",1,52,NA,NA,NA,NA,100,NA,NA,NA
20,1,0,0,1,"Hispanic",0,5,0,0,NA,NA,2,0,50,NA
54,0,1,1,1,"Hispanic",0,0,0,0,NA,NA,1,0,0,NA
54,1,1,0,1,"Hispanic",0,3,NA,NA,NA,NA,8,NA,NA,NA
39,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
55,1,1,1,0,"Caucasian",1,96,89,96,93,NA,94,97,50,NA
60,0,1,1,0,"Hispanic",0,50,50,60,78,50,95,99,92,91
67,0,1,1,1,"Caucasian",1,60,70,61,50,61,8,1,7,4
21,1,1,1,0,"Hispanic",0,32,NA,NA,NA,NA,27,NA,NA,NA
38,1,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,61,NA,NA,NA
70,1,0,1,0,"Hispanic",1,54,NA,NA,NA,NA,67,NA,NA,NA
74,0,0,1,1,"Caucasian",0,0,50,29,50,30,19,27,8,20
48,1,1,1,1,"Hispanic",0,50,81,83,83,NA,0,7,50,NA
50,0,1,1,1,"Hispanic",1,20,52,50,50,50,50,51,50,50
40,0,0,0,1,"Hispanic",0,50,100,100,100,NA,50,50,50,NA
46,1,0,1,1,"Hispanic",0,50,100,88,100,100,50,50,50,50
53,0,1,1,1,"Hispanic",1,83,NA,NA,NA,NA,82,NA,NA,NA
20,0,0,0,1,"Hispanic",0,73,NA,NA,NA,NA,70,NA,NA,NA
51,0,1,1,1,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
34,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,75,NA,NA,NA
53,1,0,0,0,"Caucasian",1,42,NA,NA,NA,NA,43,NA,NA,NA
30,0,1,1,0,"Hispanic",1,100,NA,NA,NA,NA,84,NA,NA,NA
34,0,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,86,NA,NA,NA
74,0,1,1,1,"Caucasian",1,50,96,50,91,70,71,98,71,100
40,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,21,NA,NA,NA
29,0,1,1,0,"Hispanic",0,63,NA,NA,NA,NA,0,NA,NA,NA
32,1,0,0,0,"Hispanic",0,100,NA,NA,NA,NA,0,NA,NA,NA
64,0,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
26,1,0,0,1,"Hispanic",0,93,100,100,100,100,84,100,100,100
54,1,1,1,0,"Hispanic",0,50,50,NA,50,NA,8,40,NA,NA
44,0,0,1,1,"Caucasian",0,80,75,90,85,80,39,50,50,50
78,1,1,1,1,"Caucasian",1,50,50,50,50,50,50,50,50,50
79,0,1,1,1,"Caucasian",1,50,50,50,50,50,50,50,50,50
79,1,1,1,0,"Hispanic",0,21,50,50,45,0,39,20,50,0
39,1,1,1,0,"Caucasian",0,50,50,50,55,NA,38,50,38,NA
52,1,0,1,0,"Hispanic",0,42,NA,NA,NA,NA,100,NA,NA,NA
62,0,0,1,0,"Hispanic",1,4,NA,NA,NA,NA,100,NA,NA,NA
33,0,0,0,0,"Hispanic",0,16,NA,NA,NA,NA,95,NA,NA,NA
22,1,0,1,0,"Hispanic",1,96,NA,NA,NA,NA,93,NA,NA,NA
36,1,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
58,0,1,1,1,"Hispanic",0,50,44,50,40,NA,100,80,73,NA
49,1,1,1,1,"Hispanic",0,52,50,82,50,50,49,50,50,50
19,1,1,0,1,"Hispanic",0,65,60,90,80,NA,50,50,60,NA
43,1,1,1,0,"Hispanic",1,100,NA,NA,NA,NA,93,NA,NA,NA
49,0,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,53,NA,NA,NA
27,1,0,0,1,"Hispanic",0,100,100,100,100,100,100,100,100,50
68,0,1,0,1,"Hispanic",0,50,100,100,50,100,100,100,100,100
66,0,0,0,1,"Hispanic",0,50,NA,50,50,NA,50,NA,50,NA
43,0,0,0,1,"Hispanic",1,50,NA,50,50,50,75,NA,50,50
42,1,0,1,1,"Caucasian",0,50,50,50,50,NA,72,50,45,NA
45,1,1,1,0,"Hispanic",0,50,71,NA,85,56,8,35,NA,11
19,0,1,0,0,"Hispanic",0,100,85,NA,NA,NA,18,50,NA,NA
82,1,1,1,0,"Hispanic",0,50,50,41,NA,NA,8,21,23,NA
51,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
72,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
72,0,1,1,1,"Caucasian",0,95,85,75,80,NA,39,30,50,NA
21,1,0,1,1,"Hispanic",0,99,NA,NA,NA,NA,92,NA,NA,NA
51,0,0,1,1,"Caucasian",1,29,NA,NA,NA,NA,30,NA,NA,NA
52,0,0,0,1,"Caucasian",0,0,NA,NA,NA,NA,50,NA,NA,NA
52,1,1,1,0,"Hispanic",0,50,50,69,50,50,10,6,50,50
60,1,0,1,1,"Caucasian",1,49,NA,NA,NA,NA,71,NA,NA,NA
57,0,1,1,1,"Caucasian",0,75,85,95,60,62,50,60,45,62
73,1,1,1,0,"Caucasian",0,50,85,92,50,100,5,19,50,50
65,0,1,1,0,"Hispanic",0,61,50,75,50,50,93,72,82,65
30,1,1,1,0,"Caucasian",0,78,82,50,65,64,60,50,58,73
30,0,1,1,0,"Hispanic",0,71,75,80,50,NA,77,85,75,NA
49,1,1,1,1,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
56,1,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
66,1,1,1,1,"Caucasian",1,100,100,100,96,NA,100,100,100,NA
61,0,1,1,1,"Caucasian",1,100,50,90,85,79,100,100,100,50
66,0,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,98,NA,NA,NA
25,1,0,0,0,"Hispanic",0,73,NA,NA,NA,NA,90,NA,NA,NA
64,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
80,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
70,0,1,1,1,"Hispanic",0,76,NA,NA,NA,NA,0,NA,NA,NA
61,0,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,90,NA,NA,NA
17,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,100,NA,NA,NA
71,1,0,1,1,"Hispanic",1,50,NA,NA,NA,NA,83,NA,NA,NA
42,1,1,1,0,"Hispanic",0,50,100,95,95,NA,70,77,55,NA
33,1,0,1,0,"Hispanic",0,85,50,50,50,NA,0,0,50,NA
33,0,0,1,0,"Hispanic",0,35,30,50,40,35,0,0,0,0
35,0,1,1,0,"Caucasian",1,63,NA,NA,NA,NA,68,NA,NA,NA
51,0,1,1,0,"Hispanic",0,50,50,NA,NA,50,0,0,NA,50
75,0,0,0,0,"Hispanic",0,50,50,NA,50,NA,84,97,NA,NA
53,1,1,1,0,"Caucasian",0,20,28,7,0,0,0,0,50,50
27,1,1,1,0,"Hispanic",0,50,31,18,0,0,19,20,10,33
77,1,1,1,0,"Hispanic",0,0,0,0,0,0,0,0,0,50
29,1,0,0,0,"Hispanic",0,95,77,70,84,75,0,50,0,50
65,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
61,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
42,0,0,1,0,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
40,1,0,1,0,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
68,1,1,1,1,"Asian",1,50,NA,NA,NA,NA,92,NA,NA,NA
51,1,1,1,1,"Hispanic",1,25,NA,NA,NA,NA,73,NA,NA,NA
27,1,0,0,0,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
55,0,1,1,1,"Caucasian",1,0,NA,NA,NA,NA,0,NA,NA,NA
57,1,0,1,1,"Caucasian",1,19,NA,NA,NA,NA,0,NA,NA,NA
33,0,1,1,1,"Hispanic",0,0,0,0,0,0,0,0,50,0
61,1,0,0,0,"Caucasian",0,60,73,70,80,76,60,50,60,100
22,0,0,1,1,"Caucasian",0,50,39,50,50,NA,27,26,28,NA
49,0,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,8,NA,NA,NA
29,1,1,0,0,"Caucasian",1,63,83,62,62,NA,60,50,50,NA
53,1,0,1,0,"Caucasian",1,80,100,100,100,100,0,50,50,50
44,0,1,0,1,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
67,0,1,1,1,"Hispanic",1,0,NA,NA,NA,NA,99,NA,NA,NA
42,1,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,70,NA,NA,NA
67,0,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,19,NA,NA,NA
68,1,1,1,1,"Caucasian",1,57,NA,NA,NA,NA,51,NA,NA,NA
55,0,1,0,0,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
64,0,1,1,1,"Caucasian",0,31,28,50,35,16,29,21,50,50
62,1,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,65,NA,NA,NA
57,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
71,0,1,1,1,"Caucasian",1,29,50,50,50,50,0,0,7,50
22,0,0,0,1,"Hispanic",0,53,NA,NA,NA,NA,64,NA,NA,NA
46,1,1,1,0,"Hispanic",0,50,46,50,50,NA,100,100,100,NA
55,0,1,1,0,"Caucasian",0,16,23,29,26,19,73,68,74,71
30,1,1,1,0,"Caucasian",1,58,NA,NA,NA,NA,80,NA,NA,NA
31,0,1,0,0,"Hispanic",1,0,NA,NA,NA,NA,29,NA,NA,NA
50,0,0,1,0,"Caucasian",0,100,100,NA,NA,NA,0,0,NA,NA
26,0,0,1,0,"Hispanic",0,100,100,NA,NA,NA,0,50,NA,NA
27,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
65,1,0,0,0,"Hispanic",0,18,50,0,10,NA,0,2,0,NA
77,0,0,0,0,"Caucasian",0,0,0,0,0,NA,7,0,50,NA
30,0,0,0,0,"Caucasian",0,20,50,0,0,NA,0,50,0,NA
