"age","female","voted_gen_14","voted_gen_12","treat_ind","racename","democrat","therm_trans_t0","therm_trans_t1","therm_trans_t2","therm_trans_t3","therm_trans_t4","therm_obama_t0","therm_obama_t1","therm_obama_t2","therm_obama_t4"
71,1,1,1,0,"African American",1,0,NA,NA,NA,NA,100,NA,NA,NA
18,1,0,0,0,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
26,1,1,1,0,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
22,1,0,0,0,"Hispanic",0,0,NA,NA,NA,NA,52,NA,NA,NA
19,1,0,0,0,"Hispanic",0,23,NA,NA,NA,NA,50,NA,NA,NA
56,1,0,1,0,"Caucasian",1,50,50,50,50,50,50,50,50,50
84,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,26,NA,NA,NA
25,1,0,0,1,"Hispanic",1,100,96,50,50,50,100,50,50,50
19,0,1,0,1,"Hispanic",0,80,79,80,80,80,20,80,81,31
31,1,0,1,0,"Hispanic",0,25,NA,NA,NA,NA,15,NA,NA,NA
54,1,1,1,0,"African American",1,50,NA,NA,NA,NA,50,NA,NA,NA
44,0,1,1,0,"Hispanic",0,38,NA,NA,NA,NA,0,NA,NA,NA
43,1,1,1,0,"Hispanic",0,49,NA,NA,NA,NA,0,NA,NA,NA
68,1,1,1,1,"Asian",1,50,NA,NA,NA,NA,90,NA,NA,NA
32,1,1,1,1,"African American",0,100,NA,NA,NA,NA,95,NA,NA,NA
61,1,1,1,0,"African American",1,1,NA,NA,NA,NA,100,NA,NA,NA
43,1,1,1,0,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
59,0,0,0,1,"Caucasian",0,50,NA,NA,NA,NA,40,NA,NA,NA
63,1,1,1,1,"Hispanic",0,30,NA,NA,NA,NA,10,NA,NA,NA
48,1,0,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
39,1,0,1,1,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
49,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
39,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
60,1,1,1,0,"African American",1,11,NA,NA,NA,NA,100,NA,NA,NA
35,0,1,1,0,"Hispanic",1,100,NA,NA,NA,NA,82,NA,NA,NA
18,1,0,0,0,"African American",0,50,NA,NA,NA,NA,87,NA,NA,NA
45,1,0,1,0,"African American",0,7,NA,NA,NA,NA,81,NA,NA,NA
48,1,1,1,0,"African American",1,50,50,80,50,50,50,97,100,50
72,1,1,1,0,"Caucasian",1,49,NA,NA,NA,NA,97,NA,NA,NA
66,1,1,1,1,"African American",0,50,NA,NA,NA,NA,100,NA,NA,NA
34,0,1,1,1,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
65,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,100,NA,NA,NA
28,1,1,1,0,"African American",1,50,50,50,100,100,88,50,50,50
53,1,1,1,0,"African American",1,50,100,100,100,100,100,100,100,100
51,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
43,1,0,1,1,"Hispanic",0,0,NA,NA,NA,NA,9,NA,NA,NA
43,0,0,1,1,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
58,1,1,1,1,"Hispanic",0,0,100,50,100,NA,100,100,100,NA
32,1,0,1,0,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
33,0,1,0,1,"Hispanic",0,100,NA,NA,NA,NA,100,NA,NA,NA
44,0,0,1,0,"Hispanic",0,0,NA,NA,NA,NA,100,NA,NA,NA
40,1,1,1,0,"Hispanic",0,50,50,50,50,51,0,0,0,50
41,0,1,1,0,"Hispanic",0,100,51,69,50,NA,0,50,0,NA
68,1,1,1,0,"Hispanic",0,100,64,50,50,NA,0,0,0,NA
35,1,0,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
25,1,1,1,0,"African American",1,10,NA,NA,NA,NA,100,NA,NA,NA
19,0,0,0,0,"African American",1,7,NA,NA,NA,NA,100,NA,NA,NA
56,1,1,1,1,"African American",1,50,50,56,59,50,98,100,50,100
66,1,1,1,1,"Caucasian",1,100,NA,NA,NA,NA,93,NA,NA,NA
42,0,1,1,1,"Caucasian",0,100,NA,NA,NA,NA,93,NA,NA,NA
34,0,1,1,0,"African American",1,15,NA,NA,NA,NA,100,NA,NA,NA
50,0,1,1,0,"Caucasian",1,50,50,50,NA,NA,81,100,100,NA
51,0,1,1,0,"Hispanic",0,50,50,50,50,NA,9,7,18,NA
19,1,1,0,0,"Hispanic",0,9,30,NA,19,NA,57,70,NA,NA
64,1,0,1,0,"African American",1,0,NA,NA,NA,NA,100,NA,NA,NA
44,0,0,0,0,"African American",1,0,NA,NA,NA,NA,100,NA,NA,NA
50,1,0,1,0,"African American",1,81,NA,NA,NA,NA,85,NA,NA,NA
53,1,1,1,1,"African American",1,33,NA,NA,NA,NA,74,NA,NA,NA
41,1,1,1,0,"Caucasian",0,5,37,50,38,42,21,50,1,50
19,1,0,0,0,"Caucasian",0,45,50,46,45,47,45,50,50,45
55,1,1,1,0,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
60,0,1,1,0,"African American",0,61,NA,NA,NA,NA,100,NA,NA,NA
23,0,0,1,0,"African American",1,50,23,27,20,NA,87,100,50,NA
70,0,1,1,0,"African American",1,50,93,21,34,8,88,50,100,100
51,1,1,1,0,"African American",1,50,20,18,38,NA,92,100,100,NA
32,0,0,1,1,"African American",1,50,50,50,NA,NA,50,100,50,NA
53,1,1,1,1,"African American",1,0,NA,NA,NA,NA,100,NA,NA,NA
23,1,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,93,NA,NA,NA
36,1,1,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
66,0,1,1,0,"Hispanic",1,0,NA,NA,NA,NA,50,NA,NA,NA
24,0,1,1,1,"African American",1,50,NA,NA,NA,NA,50,NA,NA,NA
55,1,1,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
22,0,0,0,1,"African American",1,35,NA,NA,NA,NA,61,NA,NA,NA
59,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,100,NA,NA,NA
40,1,1,1,1,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
25,1,1,1,0,"Hispanic",0,0,NA,NA,NA,NA,30,NA,NA,NA
20,1,0,1,1,"Hispanic",0,60,NA,NA,NA,NA,40,NA,NA,NA
58,0,1,1,0,"African American",1,34,NA,NA,NA,NA,95,NA,NA,NA
71,0,1,1,0,"Caucasian",1,82,50,75,50,75,96,90,95,90
39,1,1,1,1,"Hispanic",0,0,NA,NA,NA,NA,8,NA,NA,NA
42,0,0,1,1,"African American",0,49,NA,NA,NA,NA,50,NA,NA,NA
23,0,1,0,0,"African American",0,96,NA,NA,NA,NA,93,NA,NA,NA
58,0,1,0,1,"Hispanic",0,5,NA,NA,NA,NA,60,NA,NA,NA
28,1,1,1,1,"Hispanic",0,4,NA,NA,NA,NA,70,NA,NA,NA
37,0,1,1,1,"African American",1,43,73,69,64,50,95,99,87,64
23,1,0,0,0,"Caucasian",0,50,50,NA,NA,50,100,100,NA,50
49,0,1,1,0,"African American",1,90,61,60,82,90,95,50,100,50
29,1,0,0,0,"African American",1,50,75,NA,NA,NA,100,100,NA,NA
45,1,0,0,1,"Hispanic",0,0,0,0,0,0,100,84,84,75
52,1,1,1,1,"African American",1,70,85,92,90,NA,100,100,100,NA
20,0,0,0,1,"African American",1,100,50,83,100,NA,100,100,100,NA
73,0,1,1,1,"African American",1,86,50,0,30,50,100,100,100,100
63,0,1,1,1,"African American",1,0,NA,NA,NA,NA,78,NA,NA,NA
30,1,1,1,1,"African American",1,6,NA,NA,NA,NA,94,NA,NA,NA
31,1,0,0,0,"Hispanic",0,100,NA,NA,NA,NA,18,NA,NA,NA
30,1,0,1,0,"Hispanic",0,45,NA,NA,NA,NA,81,NA,NA,NA
77,0,1,1,0,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
67,1,1,1,0,"Caucasian",1,90,NA,NA,NA,NA,91,NA,NA,NA
29,1,0,0,0,"Caucasian",0,11,NA,NA,NA,NA,51,NA,NA,NA
19,0,0,0,1,"African American",1,19,NA,NA,NA,NA,67,NA,NA,NA
21,1,1,1,0,"African American",1,63,NA,NA,NA,NA,90,NA,NA,NA
27,0,1,1,1,"Hispanic",1,0,NA,NA,NA,NA,100,NA,NA,NA
37,1,1,1,1,"African American",1,50,22,50,20,50,98,92,96,98
19,0,0,0,1,"African American",0,50,27,8,19,NA,100,46,50,NA
55,0,1,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
43,1,0,1,0,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
57,0,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
65,0,1,1,1,"Caucasian",1,65,NA,NA,NA,NA,91,NA,NA,NA
46,0,1,1,1,"Caucasian",1,79,NA,NA,NA,NA,62,NA,NA,NA
54,0,1,1,1,"Caucasian",1,90,NA,NA,NA,NA,80,NA,NA,NA
73,0,1,1,0,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
24,1,1,1,0,"African American",1,90,NA,NA,NA,NA,100,NA,NA,NA
20,0,1,1,0,"African American",1,0,NA,NA,NA,NA,100,NA,NA,NA
66,0,1,1,0,"Caucasian",0,50,NA,NA,NA,NA,86,NA,NA,NA
20,0,1,0,1,"Hispanic",1,93,NA,NA,NA,NA,100,NA,NA,NA
19,0,1,0,0,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
44,0,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,0,NA,NA,NA
63,0,0,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
22,1,1,1,1,"African American",0,50,NA,NA,NA,NA,71,NA,NA,NA
25,0,1,1,1,"African American",1,50,100,100,78,79,81,50,100,90
66,1,1,1,0,"Caucasian",0,100,NA,NA,NA,NA,90,NA,NA,NA
48,0,0,1,1,"Caucasian",1,50,50,53,50,NA,72,50,91,NA
57,1,0,1,1,"Caucasian",1,50,50,50,50,50,71,50,50,73
58,0,1,1,1,"Caucasian",1,100,NA,NA,NA,NA,100,NA,NA,NA
65,0,1,1,0,"African American",1,50,93,NA,53,50,94,100,NA,50
21,0,0,1,0,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
43,1,1,1,0,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
58,1,1,1,0,"African American",1,51,50,50,50,50,100,100,50,50
21,1,0,1,0,"African American",0,50,86,50,50,50,86,77,60,50
63,1,1,1,1,"African American",1,50,NA,NA,NA,NA,50,NA,NA,NA
64,1,1,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
73,1,1,1,1,"African American",1,0,20,30,30,NA,50,50,30,NA
53,1,1,1,1,"African American",1,0,20,25,30,50,76,90,70,50
61,1,1,1,0,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
37,1,1,1,0,"African American",1,85,NA,NA,NA,NA,93,NA,NA,NA
22,0,0,1,1,"Hispanic",1,50,NA,NA,NA,NA,96,NA,NA,NA
55,1,0,0,1,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
33,1,0,0,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
72,1,0,1,0,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
19,1,0,0,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
38,1,0,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
34,1,1,1,0,"African American",0,9,NA,NA,NA,NA,78,NA,NA,NA
38,0,0,1,0,"African American",1,0,NA,NA,NA,NA,84,NA,NA,NA
46,0,1,1,0,"African American",1,39,NA,NA,NA,NA,100,NA,NA,NA
45,1,1,1,0,"African American",0,100,NA,NA,NA,NA,100,NA,NA,NA
70,1,1,1,1,"African American",1,50,NA,NA,NA,NA,98,NA,NA,NA
38,1,1,1,1,"African American",0,50,NA,NA,NA,NA,90,NA,NA,NA
19,0,1,0,1,"African American",1,50,19,50,50,50,100,100,100,50
30,0,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,90,NA,NA,NA
66,1,1,1,0,"African American",1,36,NA,NA,NA,NA,100,NA,NA,NA
75,1,1,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
56,1,1,1,0,"African American",1,11,NA,NA,NA,NA,53,NA,NA,NA
20,1,0,0,1,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
68,1,1,1,1,"African American",1,0,NA,NA,NA,NA,100,NA,NA,NA
45,1,0,1,1,"African American",1,46,NA,NA,NA,NA,84,NA,NA,NA
45,1,1,1,1,"African American",1,100,0,NA,NA,NA,100,100,NA,NA
19,1,0,0,1,"African American",1,100,100,NA,NA,NA,100,50,NA,NA
69,1,1,1,0,"African American",1,50,NA,NA,NA,NA,91,NA,NA,NA
77,0,1,1,0,"African American",1,50,NA,NA,NA,NA,97,NA,NA,NA
24,1,1,1,1,"African American",1,50,100,90,50,50,100,100,100,100
30,0,1,1,1,"Native American",1,0,51,50,17,NA,100,100,50,NA
41,1,1,1,1,"African American",1,50,100,50,50,NA,100,100,100,NA
66,1,1,1,0,"African American",0,100,NA,85,NA,83,99,NA,85,53
71,1,0,1,0,"African American",1,50,50,50,50,50,50,50,50,50
35,1,0,0,0,"African American",1,50,50,50,50,50,50,50,50,50
32,1,0,1,0,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
56,1,1,1,0,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
61,0,1,1,0,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
21,1,0,1,0,"African American",0,50,NA,NA,NA,NA,100,NA,NA,NA
18,0,0,0,0,"African American",1,73,NA,NA,NA,NA,100,NA,NA,NA
21,1,1,1,0,"Hispanic",1,80,NA,NA,NA,NA,88,NA,NA,NA
53,0,1,1,0,"Hispanic",0,40,NA,NA,NA,NA,38,NA,NA,NA
39,1,0,0,0,"Hispanic",0,37,NA,NA,NA,NA,68,NA,NA,NA
36,0,1,1,1,"African American",1,80,NA,NA,NA,NA,100,NA,NA,NA
35,1,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
65,1,0,1,0,"African American",1,30,35,30,30,8,50,95,50,50
24,1,0,1,0,"Hispanic",0,50,40,43,46,NA,78,60,59,NA
52,1,1,1,0,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
27,0,0,0,0,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
89,1,1,1,0,"Hispanic",1,50,50,50,50,NA,50,50,0,NA
18,1,0,0,0,"Caucasian",0,50,50,50,50,26,50,50,50,50
24,0,0,0,0,"Caucasian",0,50,20,50,50,NA,33,50,0,NA
36,1,1,1,1,"Hispanic",0,5,NA,NA,NA,NA,0,NA,NA,NA
64,1,1,1,1,"African American",1,83,74,97,78,85,100,50,50,100
45,0,1,1,1,"African American",1,50,NA,NA,NA,NA,84,NA,NA,NA
20,1,0,0,1,"African American",1,36,55,50,42,30,99,50,83,84
58,1,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,40,NA,NA,NA
49,0,1,1,0,"African American",1,50,NA,NA,NA,NA,70,NA,NA,NA
56,0,1,1,0,"African American",1,40,50,NA,NA,NA,70,50,NA,NA
55,1,1,1,0,"African American",1,50,50,50,NA,50,79,77,50,68
61,1,1,1,0,"African American",1,1,NA,NA,NA,NA,100,NA,NA,NA
20,0,1,0,0,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
50,0,1,1,1,"African American",0,51,NA,NA,NA,NA,50,NA,NA,NA
49,1,1,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
67,0,1,1,0,"Caucasian",1,96,61,84,79,100,95,50,100,100
24,1,1,1,0,"Caucasian",1,50,66,78,60,NA,90,75,96,NA
33,0,0,0,1,"Hispanic",1,0,0,3,20,19,100,99,50,84
35,0,0,0,0,"Hispanic",0,50,NA,NA,NA,NA,100,NA,NA,NA
24,1,0,1,1,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
35,1,1,1,0,"Native American",1,100,NA,NA,NA,NA,100,NA,NA,NA
27,0,1,1,0,"Hispanic",1,50,NA,NA,NA,NA,50,NA,NA,NA
65,1,1,1,0,"African American",1,24,3,50,NA,32,100,50,100,100
26,1,1,1,0,"African American",1,29,12,25,NA,NA,100,100,100,NA
52,0,1,1,1,"Hispanic",0,0,0,0,5,0,0,0,0,50
85,1,1,1,1,"Hispanic",0,0,0,0,0,NA,0,0,0,NA
33,1,1,1,1,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
46,1,0,1,0,"Hispanic",0,100,NA,NA,NA,NA,30,NA,NA,NA
52,0,0,1,0,"Hispanic",0,77,NA,NA,NA,NA,16,NA,NA,NA
47,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
36,1,1,1,1,"Hispanic",1,50,50,82,50,NA,50,60,61,NA
19,0,0,0,1,"African American",1,42,50,50,50,NA,70,71,50,NA
22,1,0,1,1,"African American",0,62,79,58,66,59,86,65,69,50
51,1,1,0,1,"African American",1,76,50,NA,NA,NA,87,50,NA,NA
26,1,0,1,1,"Hispanic",1,50,50,100,64,50,42,50,50,50
68,0,1,1,1,"African American",1,0,NA,NA,NA,NA,100,NA,NA,NA
73,1,1,1,1,"African American",1,0,NA,NA,NA,NA,100,NA,NA,NA
58,0,1,1,0,"Hispanic",0,50,50,50,50,50,0,0,5,50
42,1,1,1,0,"African American",0,50,NA,NA,NA,NA,100,NA,NA,NA
45,0,0,1,0,"African American",1,90,53,53,50,50,100,100,100,100
35,0,1,1,1,"African American",1,0,NA,NA,NA,NA,50,NA,NA,NA
58,1,1,1,0,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
58,1,0,1,0,"Hispanic",1,50,50,50,50,NA,50,50,50,NA
26,1,0,1,0,"Hispanic",0,50,100,NA,NA,NA,50,50,NA,NA
26,0,0,0,0,"African American",0,50,NA,NA,NA,NA,50,NA,NA,NA
54,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,100,NA,NA,NA
24,0,1,0,0,"African American",0,26,NA,NA,NA,NA,50,NA,NA,NA
49,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
29,1,0,0,1,"Hispanic",0,87,NA,NA,NA,NA,71,NA,NA,NA
31,0,0,0,1,"Hispanic",0,76,NA,NA,NA,NA,60,NA,NA,NA
66,1,1,1,1,"African American",1,63,NA,NA,NA,NA,100,NA,NA,NA
67,0,1,1,1,"African American",1,59,NA,NA,NA,NA,100,NA,NA,NA
30,1,1,1,0,"Hispanic",0,0,NA,NA,NA,NA,0,NA,NA,NA
66,0,0,1,0,"Hispanic",0,55,NA,NA,NA,NA,49,NA,NA,NA
20,0,1,1,0,"African American",1,50,NA,40,50,NA,90,NA,50,NA
61,1,1,1,1,"African American",1,50,NA,50,NA,NA,50,NA,100,NA
33,0,0,1,1,"African American",1,67,NA,NA,NA,NA,100,NA,NA,NA
51,0,0,1,0,"African American",1,50,50,NA,50,50,50,50,NA,50
21,1,0,1,0,"African American",1,50,50,50,50,50,95,50,100,50
55,0,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,40,NA,NA,NA
54,0,1,1,0,"Hispanic",1,100,NA,NA,NA,NA,90,NA,NA,NA
37,1,1,1,1,"African American",0,50,NA,NA,NA,NA,99,NA,NA,NA
32,1,1,1,0,"African American",1,0,NA,NA,23,NA,100,NA,NA,NA
28,1,1,1,0,"African American",1,50,NA,NA,NA,NA,50,NA,NA,NA
21,1,0,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
32,1,1,1,1,"Hispanic",1,91,100,100,96,95,87,79,94,94
19,1,0,0,1,"Hispanic",1,61,NA,NA,NA,NA,100,NA,NA,NA
21,1,1,1,1,"Hispanic",1,56,NA,NA,NA,NA,96,NA,NA,NA
52,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,100,NA,NA,NA
23,1,0,0,0,"African American",0,28,NA,NA,NA,NA,100,NA,NA,NA
46,1,1,1,1,"African American",1,50,NA,NA,NA,NA,82,NA,NA,NA
21,1,0,0,1,"African American",0,100,92,73,50,NA,50,100,50,NA
61,1,1,1,1,"African American",1,45,50,50,50,50,100,100,100,100
64,1,1,1,0,"African American",0,98,NA,NA,NA,NA,94,NA,NA,NA
52,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
59,1,0,1,0,"African American",1,50,71,50,62,93,100,98,93,100
45,1,1,0,1,"Caucasian",1,100,NA,NA,NA,NA,80,NA,NA,NA
58,1,1,1,1,"Hispanic",1,50,NA,NA,NA,NA,38,NA,NA,NA
66,0,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
22,1,1,1,0,"Hispanic",1,100,100,100,100,50,100,100,50,50
53,1,1,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
54,1,1,1,0,"Hispanic",0,50,NA,NA,NA,NA,79,NA,NA,NA
24,0,0,0,0,"African American",0,84,NA,80,96,90,85,NA,85,93
78,1,0,0,0,"Hispanic",0,46,54,44,50,NA,100,100,98,NA
31,1,1,1,0,"Hispanic",0,83,73,90,79,NA,100,100,100,NA
54,0,0,0,0,"Hispanic",1,90,97,85,60,NA,78,95,88,NA
19,0,1,0,0,"Hispanic",0,100,NA,NA,NA,NA,85,NA,NA,NA
21,0,0,1,1,"African American",0,35,5,50,35,NA,90,100,100,NA
42,1,1,1,1,"African American",1,50,74,82,75,50,100,100,50,99
37,0,1,1,0,"Hispanic",1,50,76,92,80,76,50,50,50,50
67,0,1,1,0,"Hispanic",0,0,50,50,50,NA,19,40,50,NA
65,1,1,1,1,"African American",0,100,NA,NA,NA,NA,100,NA,NA,NA
46,0,0,0,1,"Caucasian",0,97,NA,NA,NA,NA,1,NA,NA,NA
68,1,0,0,1,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
48,1,0,0,1,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
67,1,1,1,1,"African American",1,50,NA,NA,NA,NA,82,NA,NA,NA
54,1,0,1,0,"Asian",1,50,NA,NA,NA,NA,65,NA,NA,NA
48,1,0,1,1,"African American",1,0,NA,NA,NA,NA,100,NA,NA,NA
44,1,0,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
18,1,0,0,1,"African American",1,50,NA,NA,NA,NA,50,NA,NA,NA
56,1,1,1,1,"African American",1,50,50,50,52,NA,100,100,50,NA
60,0,1,1,1,"African American",1,59,50,50,50,50,100,84,72,100
56,0,0,0,1,"Hispanic",1,50,NA,NA,NA,NA,38,NA,NA,NA
21,0,0,0,1,"Hispanic",0,50,NA,NA,NA,NA,50,NA,NA,NA
22,0,1,1,0,"African American",0,50,NA,NA,NA,NA,100,NA,NA,NA
33,0,0,0,0,"Caucasian",1,0,NA,NA,NA,NA,100,NA,NA,NA
55,1,0,1,1,"Hispanic",1,100,100,100,100,NA,100,100,100,NA
78,1,1,1,0,"Caucasian",0,50,NA,NA,NA,NA,50,NA,NA,NA
55,0,1,1,1,"African American",0,76,NA,NA,NA,NA,100,NA,NA,NA
61,0,1,1,1,"Hispanic",0,24,NA,40,26,NA,12,NA,36,NA
25,0,1,1,1,"Hispanic",0,54,NA,27,28,34,56,NA,24,50
30,0,0,0,1,"Hispanic",0,24,NA,32,13,NA,8,NA,41,NA
77,0,1,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
24,1,1,1,1,"African American",0,0,NA,NA,NA,NA,100,NA,NA,NA
67,1,1,1,0,"African American",1,10,NA,NA,NA,NA,100,NA,NA,NA
20,1,0,0,0,"African American",0,39,NA,NA,NA,NA,100,NA,NA,NA
49,0,0,0,0,"African American",1,0,NA,NA,NA,NA,100,NA,NA,NA
65,1,1,1,1,"African American",1,85,NA,NA,NA,NA,100,NA,NA,NA
42,1,0,1,0,"Hispanic",1,90,NA,NA,NA,NA,90,NA,NA,NA
21,1,0,1,0,"Hispanic",1,100,NA,NA,NA,NA,93,NA,NA,NA
30,1,1,1,1,"Hispanic",0,100,NA,NA,NA,NA,50,NA,NA,NA
32,0,0,0,1,"Hispanic",1,100,NA,NA,NA,NA,50,NA,NA,NA
23,1,1,1,1,"African American",1,50,NA,NA,NA,NA,85,NA,NA,NA
48,1,1,1,1,"African American",1,16,NA,NA,NA,NA,100,NA,NA,NA
20,1,1,0,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
22,1,1,1,0,"African American",1,50,50,NA,NA,65,91,50,NA,50
72,0,1,1,0,"African American",1,50,50,NA,NA,NA,50,23,NA,NA
20,1,0,0,0,"African American",1,100,100,NA,NA,NA,100,50,NA,NA
35,1,1,1,1,"African American",1,50,NA,NA,NA,NA,100,NA,NA,NA
26,1,1,1,0,"Hispanic",1,0,NA,NA,NA,NA,85,NA,NA,NA
59,1,0,1,1,"African American",1,100,NA,NA,NA,NA,100,NA,NA,NA
68,1,1,1,0,"African American",0,29,50,50,25,NA,100,100,100,NA
73,0,1,1,0,"African American",0,16,50,50,50,50,100,50,100,50
61,1,1,1,0,"Hispanic",0,100,NA,NA,NA,NA,0,NA,NA,NA
50,1,1,1,0,"Hispanic",0,100,NA,NA,NA,NA,0,NA,NA,NA
57,0,1,0,0,"African American",1,0,NA,NA,NA,NA,100,NA,NA,NA
84,1,0,0,0,"African American",1,0,NA,NA,NA,NA,100,NA,NA,NA
28,0,0,0,0,"African American",0,45,NA,NA,NA,NA,50,NA,NA,NA
56,1,0,1,1,"Hispanic",1,100,NA,NA,NA,NA,72,NA,NA,NA
30,1,0,1,0,"Hispanic",0,50,NA,NA,NA,NA,60,NA,NA,NA
70,0,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,69,NA,NA,NA
52,0,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,50,NA,NA,NA
53,1,1,1,1,"Caucasian",1,50,NA,NA,NA,NA,50,NA,NA,NA
19,1,0,0,1,"Caucasian",1,90,NA,NA,NA,NA,80,NA,NA,NA
44,1,1,1,1,"Asian",1,50,NA,NA,NA,NA,50,NA,NA,NA
51,0,1,1,0,"Asian",0,50,54,50,50,50,50,50,27,50
34,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,30,NA,NA,NA
59,1,1,1,0,"Hispanic",1,60,NA,NA,NA,NA,28,NA,NA,NA
19,1,1,0,0,"Hispanic",0,50,NA,NA,NA,NA,20,NA,NA,NA
21,0,0,1,0,"Hispanic",1,50,NA,NA,NA,NA,56,NA,NA,NA
50,0,0,0,0,"Caucasian",0,100,NA,NA,NA,NA,100,NA,NA,NA
40,1,1,1,1,"Hispanic",1,0,8,14,34,9,90,76,60,75
50,0,1,1,1,"Hispanic",1,50,42,50,50,NA,50,83,63,NA
26,0,1,1,0,"Caucasian",0,50,75,80,90,NA,0,50,0,NA
66,1,1,1,0,"Caucasian",0,50,50,70,62,61,28,22,30,50
45,1,1,1,0,"Hispanic",1,10,NA,NA,NA,NA,9,NA,NA,NA
49,1,1,1,1,"Hispanic",0,50,NA,NA,NA,NA,11,NA,NA,NA
60,1,1,1,0,"Caucasian",1,50,NA,NA,NA,NA,100,NA,NA,NA
31,0,1,1,0,"Hispanic",0,80,NA,NA,NA,NA,100,NA,NA,NA
50,1,1,1,1,"Caucasian",0,93,NA,NA,NA,NA,95,NA,NA,NA
53,0,1,1,1,"Caucasian",0,50,NA,NA,NA,NA,11,NA,NA,NA
54,0,1,1,0,"Caucasian",0,23,35,49,50,46,11,7,27,50
